callSign,aircraft.reg,airline.iata,airline.name,departure.airport.iata,arrival.airport.iata,departure.scheduledTime.utc,arrival.scheduledTime.utc,departure.gate,arrival.gate,ARR_DELAY,PRIOR_LEG_DELAY,PREDICTED_DELAY,downstream_count,DELAY_BETA,DELAY_BETA_NORM
ACA8555,C-FXJC,AC,Air Canada,JFK,,2025-12-19 21:50:00+00:00,2025-12-19 23:35:00+00:00,,F99,1.0,0.0,2.8028452,0,2.8028452,0.12324683349173678
ACA8720,C-FXJF,AC,Air Canada,MSP,,2025-12-19 22:30:00+00:00,2025-12-20 00:40:00+00:00,,F64,0.0,0.0,14.940746,0,14.940746,0.6569751460067549
ACA1771,C-FYJE,AC,Air Canada,HUX,,2025-12-19 21:45:00+00:00,2025-12-20 02:50:00+00:00,,F95,0.0,0.0,3.9303114,0,3.9303114,0.17282382726183906
ACA1734,C-FYJP,UA,United,PSP,,2025-12-19 19:10:00+00:00,2025-12-19 23:42:00+00:00,,F95,12.0,12.0,13.29419,1,26.58838,1.169145425039893
ACA1734,C-FYJP,AC,Air Canada,PSP,,2025-12-19 19:10:00+00:00,2025-12-19 23:42:00+00:00,,F95,12.0,0.0,11.822192,0,11.822192,0.5198459511539711
ACA1677,C-FYXF,AC,Air Canada,MCO,,2025-12-19 21:05:00+00:00,2025-12-19 23:55:00+00:00,,F55,36.0,0.0,37.742973,0,37.742973,1.6596356833456645
ROU1659,C-FZUG,AC,Air Canada,TPA,,2025-12-19 21:15:00+00:00,2025-12-20 00:08:00+00:00,,F61,76.0,0.0,72.50673,1,145.01346,6.376538297113458
ACA1505,C-FZUG,AC,Air Canada,YQM,,2025-12-19 21:55:00+00:00,2025-12-20 00:34:00+00:00,,D40,0.0,76.0,4.826489,0,4.826489,0.21223058845087092
WJA4250,C-FZWS,WS,WestJet,YWG,,2025-12-19 15:00:00+00:00,2025-12-19 17:37:00+00:00,10,B29,390.0,0.0,386.1735,0,386.1735,16.98083827584242
ACA1803,C-GARO,AC,Air Canada,KIN,,2025-12-19 19:55:00+00:00,2025-12-20 00:20:00+00:00,,163,28.0,0.0,26.619356,0,26.619356,1.1705075030862437
WJA2197,C-GAWS,WS,WestJet,AUA,,2025-12-19 20:30:00+00:00,2025-12-20 01:59:00+00:00,,B41,0.0,0.0,0.14231001,0,0.14231001,0.006257662073766112
ACA1545,C-GBIM,AC,Air Canada,YYG,,2025-12-19 22:30:00+00:00,2025-12-20 01:15:00+00:00,,D28,25.0,0.0,19.978683,0,19.978683,0.8785035352952035
ACA1932,C-GBIN,LH,Lufthansa,YXE,,2025-12-19 17:30:00+00:00,2025-12-19 20:52:00+00:00,5,D40,55.0,0.0,53.08156,3,212.32624,9.336418845823713
ACA1932,C-GBIN,UA,United,YXE,,2025-12-19 17:30:00+00:00,2025-12-19 20:52:00+00:00,5,D40,55.0,55.0,52.908695,2,158.726085,6.9795104520186335
ACA1932,C-GBIN,AC,Air Canada,YXE,,2025-12-19 17:30:00+00:00,2025-12-19 20:52:00+00:00,5,D40,55.0,55.0,56.522896,1,113.045792,4.97085458146797
ACA1932,C-GBIN,LO,LOT - Polish,YXE,,2025-12-19 17:30:00+00:00,2025-12-19 20:52:00+00:00,5,D40,55.0,55.0,55.694286,0,55.694286,2.448991615050009
ACA8236,C-GBJZ,AC,Air Canada,YSB,,2025-12-19 17:45:00+00:00,2025-12-19 18:51:00+00:00,,D3,116.0,0.0,109.02763,0,109.02763,4.794167783725153
WJA2853,C-GDMP,WS,WestJet,CUN,,,2025-12-19 21:10:00+00:00,,B23,37.0,0.0,10.880486,0,10.880486,0.4784372131401237
ACA895,C-GEFA,AC,Air Canada,YUL,,2025-12-19 22:10:00+00:00,2025-12-19 23:50:00+00:00,A51,D41,0.0,0.0,2.5423596,0,2.5423596,0.11179274913124652
ACA957,C-GEGI,AC,Air Canada,,SJO,2025-12-19 23:20:00+00:00,2025-12-20 04:55:00+00:00,E78,,0.0,0.0,0.0,0,0.0,0.0
ACA973,C-GEHY,AC,Air Canada,GCM,,2025-12-19 18:30:00+00:00,2025-12-19 22:35:00+00:00,,E81,0.0,0.0,7.544276,1,15.088552,0.6634744779966484
ACA984,C-GEHY,AC,Air Canada,,POS,2025-12-19 23:25:00+00:00,2025-12-20 05:10:00+00:00,E81,,0.0,0.0,2.0193038,0,2.0193038,0.08879291628657597
ACA738,C-GEKH,AC,Air Canada,SFO,,2025-12-19 16:30:00+00:00,2025-12-19 21:28:00+00:00,C4,F95,5.0,0.0,5.6455646,4,28.227823,1.24123508537511
ACA720,C-GEKH,UA,United,,LGA,2025-12-19 22:25:00+00:00,2025-12-20 00:03:00+00:00,F95,,0.0,0.0,21.753965,3,87.01586,3.8262652566614377
ACA720,C-GEKH,AC,Air Canada,,LGA,2025-12-19 22:25:00+00:00,2025-12-20 00:03:00+00:00,F95,,0.0,5.0,0.0,2,0.0,0.0
ACA725,C-GEKH,AC,Air Canada,LGA,,2025-12-20 00:50:00+00:00,2025-12-20 02:33:00+00:00,,F57,0.0,0.0,81.009766,1,162.019532,7.124330049627113
ACA725,C-GEKH,UA,United,LGA,,2025-12-20 00:50:00+00:00,2025-12-20 02:33:00+00:00,,F57,0.0,0.0,86.58885,0,86.58885,3.807488753995751
ACA1399,C-GELU,AC,Air Canada,POP,,2025-12-19 18:50:00+00:00,2025-12-19 23:15:00+00:00,,F95,115.0,0.0,102.70435,0,102.70435,4.516120235012285
TSC805,C-GEZO,TS,Air Transat,CCC,,2025-12-20 04:00:00+00:00,2025-12-20 07:35:00+00:00,,C34,0.0,0.0,79.0702,0,79.0702,3.4768783426064074
ACA1796,C-GFCH,AC,Air Canada,,PUJ,2025-12-19 21:00:00+00:00,2025-12-20 01:35:00+00:00,E68,,10.0,0.0,12.233218,0,12.233218,0.5379196046624756
ROU1795,C-GFCI,AC,Air Canada,PUJ,,2025-12-19 17:05:00+00:00,2025-12-19 21:50:00+00:00,,F98,39.0,0.0,40.791145,1,81.58229,3.5873400755434446
ROU1676,C-GFCI,AC,Air Canada,,MCO,2025-12-19 22:50:00+00:00,2025-12-20 01:50:00+00:00,F98,,0.0,39.0,12.838493,0,12.838493,0.5645347838174679
ACA1702,C-GFDU,AC,Air Canada,LAS,,2025-12-19 20:10:00+00:00,2025-12-20 00:25:00+00:00,,F57,38.0,0.0,40.174644,0,40.174644,1.7665612284466516
WJA2703,C-GFJQ,WS,WestJet,PUJ,,,2025-12-19 23:20:00+00:00,,B28,78.0,0.0,0.0,0,0.0,0.0
ACA8856,C-GFJZ,AC,Air Canada,BNA,,2025-12-19 21:45:00+00:00,2025-12-19 23:44:00+00:00,,F87,0.0,0.0,0.0,0,0.0,0.0
ACA987,C-GFUR,AC,Air Canada,PUJ,,2025-12-19 19:15:00+00:00,2025-12-19 23:50:00+00:00,,E72,39.0,0.0,40.86025,1,81.7205,3.5934174517955806
ACA152,C-GFUR,AC,Air Canada,YYC,,2025-12-20 01:15:00+00:00,2025-12-20 05:13:00+00:00,C56,D39,40.0,39.0,149.9485,0,149.9485,6.5935420949525465
ROU1625,C-GFWX,AC,Air Canada,FLL,,2025-12-19 18:40:00+00:00,2025-12-19 21:50:00+00:00,,F68,48.0,48.0,46.224216,1,92.448432,4.06514655367915
ACA1625,C-GFWX,LH,Lufthansa,FLL,,2025-12-19 18:40:00+00:00,2025-12-19 21:50:00+00:00,,F68,48.0,0.0,45.884132,0,45.884132,2.0176190881026432
ACA7253,C-GHLV,AC,Air Canada,LIM,,,2025-12-19 21:25:00+00:00,,509,60.0,0.0,2.0244987,0,2.0244987,0.08902134665986461
ACA1818,C-GHPD,AC,Air Canada,,BDA,2025-12-19 21:40:00+00:00,2025-12-20 00:30:00+00:00,E74,,29.0,0.0,12.233218,1,24.466436,1.0758392093249511
ROU1819,C-GHPD,AC,Air Canada,BDA,,2025-12-20 01:35:00+00:00,2025-12-20 04:50:00+00:00,,163,0.0,29.0,45.073425,0,45.073425,1.9819706439289921
ACA1720,C-GHPJ,AC,Air Canada,PHX,,2025-12-19 19:45:00+00:00,2025-12-20 00:15:00+00:00,,F97,55.0,0.0,53.769073,0,53.769073,2.3643360635956774
ACA857,C-GHPT,AC,Air Canada,LHR,,2025-12-19 13:00:00+00:00,2025-12-19 21:00:00+00:00,,DIV2,25.0,0.0,25.027967,0,25.027967,1.1005308753710987
ACA2198,C-GHPV,AC,Air Canada,YWG,,2025-12-19 18:35:00+00:00,2025-12-19 21:00:00+00:00,6,124,230.0,0.0,225.51768,0,225.51768,9.916473430784823
ACA856,C-GHPY,AC,Air Canada,,LHR,2025-12-20 01:25:00+00:00,2025-12-20 08:30:00+00:00,E69,,0.0,0.0,140.46817,0,140.46817,6.176672603566894
ACA983,C-GHQQ,AC,Air Canada,MBJ,,2025-12-19 19:40:00+00:00,2025-12-19 23:35:00+00:00,,E71,131.0,0.0,121.44779,0,121.44779,5.340307610305918
ACA8202,C-GIJZ,AC,Air Canada,YAM,,2025-12-19 18:25:00+00:00,2025-12-19 19:44:00+00:00,,D11,178.0,0.0,167.62468,0,167.62468,7.370799866173722
ACA166,C-GITU,AC,Air Canada,YEG,,2025-12-19 18:15:00+00:00,2025-12-19 22:08:00+00:00,52,D37,15.0,0.0,30.090542,0,30.090542,1.3231426478886925
ACA791,C-GIUE,AC,Air Canada,,LAX,2025-12-19 21:55:00+00:00,2025-12-20 03:27:00+00:00,F34,,0.0,0.0,12.233218,4,61.166090000000004,2.6895980233123775
ACA791,C-GIUE,SQ,Singapore,,LAX,2025-12-19 21:55:00+00:00,2025-12-20 03:27:00+00:00,F34,,0.0,0.0,3.6336932,3,14.5347728,0.6391236744440344
ACA791,C-GIUE,NZ,Air New Zealand,,LAX,2025-12-19 21:55:00+00:00,2025-12-20 03:27:00+00:00,F34,,0.0,0.0,0.0,2,0.0,0.0
ACA791,C-GIUE,UA,United,,LAX,2025-12-19 21:55:00+00:00,2025-12-20 03:27:00+00:00,F34,,0.0,0.0,9.878353,1,19.756706,0.8687427528024726
ACA791,C-GIUE,OS,Austrian,,LAX,2025-12-19 21:55:00+00:00,2025-12-20 03:27:00+00:00,F34,,0.0,0.0,2.947546,0,2.947546,0.12960962348945804
ACA149,C-GIUF,AC,Air Canada,,YYC,2025-12-19 21:30:00+00:00,2025-12-20 01:54:00+00:00,D38,C50,33.0,0.0,12.233218,3,48.932872,2.1516784186499023
ACA149,C-GIUF,LH,Lufthansa,,YYC,2025-12-19 21:30:00+00:00,2025-12-20 01:54:00+00:00,D38,C50,33.0,33.0,32.932842,2,98.79852600000001,4.3443731687897085
ACA149,C-GIUF,OS,Austrian,,YYC,2025-12-19 21:30:00+00:00,2025-12-20 01:54:00+00:00,D38,C50,33.0,33.0,32.614483,1,65.228966,2.868250987047076
ACA149,C-GIUF,AV,Avianca,,YYC,2025-12-19 21:30:00+00:00,2025-12-20 01:54:00+00:00,D38,C50,33.0,33.0,33.937492,0,33.937492,1.492300903971132
WJA2253,C-GIWJ,WS,WestJet,PLS,,2025-12-19 19:30:00+00:00,2025-12-19 23:48:00+00:00,,B29,73.0,0.0,70.08623,0,70.08623,3.081834815163379
ACA7947,C-GJFZ,AC,Air Canada,YDF,,2025-12-19 21:15:00+00:00,2025-12-20 00:22:00+00:00,,D5,0.0,0.0,0.34354797,0,0.34354797,0.015106506579462246
JZA989,C-GJIZ,AC,Air Canada,LGA,,2025-12-19 17:45:00+00:00,2025-12-19 19:28:00+00:00,,F84,109.0,0.0,112.494095,1,224.98819,9.893190673012278
ACA8705,C-GJIZ,AC,Air Canada,,CVG,2025-12-19 21:20:00+00:00,2025-12-19 23:00:00+00:00,F84,,65.0,109.0,63.444168,0,63.444168,2.7897697702027116
ACA1629,C-GJTH,AC,Air Canada,FLL,,2025-12-19 21:15:00+00:00,2025-12-20 00:26:00+00:00,,F36,0.0,0.0,0.5678278,0,0.5678278,0.024968549215125833
ROU1647,C-GJTX,AC,Air Canada,MIA,,2025-12-19 21:20:00+00:00,2025-12-20 00:40:00+00:00,,F36,60.0,0.0,54.657597,0,54.657597,2.4034062803459326
ACA413,C-GJVT,EI,Aer Lingus,YUL,,2025-12-19 18:10:00+00:00,2025-12-19 19:40:00+00:00,A49,D51,77.0,77.0,76.885574,5,461.313444,20.28489522723825
ACA413,C-GJVT,AC,Air Canada,YUL,,2025-12-19 18:10:00+00:00,2025-12-19 19:40:00+00:00,A49,D51,77.0,77.0,79.3556,4,396.77799999999996,17.447139820345527
ACA413,C-GJVT,AV,Avianca,YUL,,2025-12-19 18:10:00+00:00,2025-12-19 19:40:00+00:00,A49,D51,77.0,77.0,75.177055,3,300.70822,13.222755191737505
ACA413,C-GJVT,OS,Austrian,YUL,,2025-12-19 18:10:00+00:00,2025-12-19 19:40:00+00:00,A49,D51,77.0,0.0,74.48748,2,223.46244000000002,9.826100326317421
ACA1377,C-GJVT,AC,Air Canada,EWR,,2025-12-19 23:55:00+00:00,2025-12-20 01:42:00+00:00,,F55,0.0,0.0,20.918978,1,41.837956,1.8397004575088942
ACA1377,C-GJVT,UA,United,EWR,,2025-12-19 23:55:00+00:00,2025-12-20 01:42:00+00:00,,F55,0.0,77.0,85.8309,0,85.8309,3.7741601429668354
ACA941,C-GJWD,AC,Air Canada,NAS,,2025-12-19 18:50:00+00:00,2025-12-19 22:15:00+00:00,,E68,152.0,0.0,149.36148,2,448.08444,19.70318887640249
ACA192,C-GJWD,AC,Air Canada,,YLW,2025-12-20 01:25:00+00:00,2025-12-20 06:20:00+00:00,D38,6,30.0,30.0,221.55519,1,443.11038,19.484469289392152
ACA192,C-GJWD,UA,United,,YLW,2025-12-20 01:25:00+00:00,2025-12-20 06:20:00+00:00,D38,6,30.0,152.0,208.92586,0,208.92586,9.186897185594804
ACA196,C-GJWI,LH,Lufthansa,YYJ,,2025-12-19 19:40:00+00:00,2025-12-20 00:16:00+00:00,13,D28,29.0,0.0,28.871622,4,144.35810999999998,6.347721217836724
ACA196,C-GJWI,AC,Air Canada,YYJ,,2025-12-19 19:40:00+00:00,2025-12-20 00:16:00+00:00,13,D28,29.0,29.0,28.55709,3,114.22836,5.022854514032442
ACA196,C-GJWI,TP,TAP Air Portugal,YYJ,,2025-12-19 19:40:00+00:00,2025-12-20 00:16:00+00:00,13,D28,29.0,29.0,28.900023,2,86.700069,3.812379280798343
ACA196,C-GJWI,UA,United,YYJ,,2025-12-19 19:40:00+00:00,2025-12-20 00:16:00+00:00,13,D28,29.0,29.0,29.069117,1,58.138234,2.5564570049397046
ACA196,C-GJWI,AV,Avianca,YYJ,,2025-12-19 19:40:00+00:00,2025-12-20 00:16:00+00:00,13,D28,29.0,29.0,28.886198,0,28.886198,1.2701851800860566
ACA141,C-GJWO,AC,Air Canada,,YYC,2025-12-19 17:00:00+00:00,2025-12-19 21:24:00+00:00,D44,C52,271.0,0.0,324.88174,0,324.88174,14.285714285714285
ACA472,C-GJXE,AV,Avianca,,YOW,2025-12-20 05:30:00+00:00,2025-12-20 06:38:00+00:00,D36,16,0.0,0.0,242.0894,5,1452.5364,63.870995027298235
ACA472,C-GJXE,TP,TAP Air Portugal,,YOW,2025-12-20 05:30:00+00:00,2025-12-20 06:38:00+00:00,D36,16,0.0,0.0,258.73065,4,1293.65325,56.88457810613091
