number,callSign,status,codeshareStatus,isCargo,direction,departure.scheduledTime.utc,departure.scheduledTime.local,departure.revisedTime.utc,departure.revisedTime.local,departure.terminal,departure.gate,departure.quality,arrival.airport.icao,arrival.airport.iata,arrival.airport.name,arrival.airport.timeZone,arrival.scheduledTime.utc,arrival.scheduledTime.local,arrival.revisedTime.utc,arrival.revisedTime.local,arrival.quality,aircraft.reg,aircraft.modeS,aircraft.model,airline.name,airline.iata,airline.icao,arrival.terminal,arrival.baggageBelt,arrival.gate,arrival.runwayTime.utc,arrival.runwayTime.local,departure.runwayTime.utc,departure.runwayTime.local,departure.airport.icao,departure.airport.iata,departure.airport.name,departure.airport.timeZone,departure.checkInDesk
AA 4556,RPA4556,Arrived,IsOperator,False,arrivals,2025-12-19 18:30Z,2025-12-19 13:30-05:00,2025-12-19 20:45Z,2025-12-19 15:45-05:00,B,,"['Basic', 'Live']",,,,,2025-12-19 20:12Z,2025-12-19 15:12-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,"['Basic', 'Live']",N657RW,A8A847,Embraer 170,American,AA,AAL,3,7,A7,,,2025-12-19 20:45Z,2025-12-19 15:45-05:00,KLGA,LGA,New York,America/New_York,
YX 4556,RPA4556,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:30Z,2025-12-19 13:30-05:00,2025-12-19 20:45Z,2025-12-19 15:45-05:00,B,,"['Basic', 'Live']",,,,,2025-12-19 20:12Z,2025-12-19 15:12-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,"['Basic', 'Live']",N657RW,A8A847,Embraer 170,Republic,YX,RPA,3,7,A7,,,2025-12-19 20:45Z,2025-12-19 15:45-05:00,KLGA,LGA,New York,America/New_York,
BA 4835,AAL4556,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:30Z,2025-12-19 13:30-05:00,2025-12-19 20:45Z,2025-12-19 15:45-05:00,B,,"['Basic', 'Live']",,,,,2025-12-19 20:12Z,2025-12-19 15:12-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,"['Basic', 'Live']",N657RW,A8A847,Embraer 170,British,BA,BAW,3,7,A7,,,2025-12-19 20:45Z,2025-12-19 15:45-05:00,KLGA,LGA,New York,America/New_York,
DL 7103,,Arrived,IsCodeshared,False,arrivals,,,,,,,[],,,,,2025-12-19 22:23Z,2025-12-19 17:23-05:00,2025-12-19 22:01Z,2025-12-19 17:01-05:00,"['Basic', 'Live']",,,,Delta Air Lines,DL,DAL,3,3,B22,,,,,CYEG,YEG,Edmonton,America/Edmonton,
S4 7010,,Arrived,IsCodeshared,False,arrivals,,,,,,,[],,,,,2025-12-19 22:23Z,2025-12-19 17:23-05:00,2025-12-19 22:01Z,2025-12-19 17:01-05:00,"['Basic', 'Live']",,,,Azores,S4,RZO,3,3,B22,,,,,CYEG,YEG,Edmonton,America/Edmonton,
AF 3739,,Arrived,IsCodeshared,False,arrivals,,,,,,,[],,,,,2025-12-19 22:23Z,2025-12-19 17:23-05:00,2025-12-19 22:01Z,2025-12-19 17:01-05:00,"['Basic', 'Live']",,,,Air France,AF,AFR,3,3,B22,,,,,CYEG,YEG,Edmonton,America/Edmonton,
WS 430,WJA430,Arrived,IsOperator,False,arrivals,,,,,,,[],,,,,2025-12-19 22:23Z,2025-12-19 17:23-05:00,2025-12-19 22:01Z,2025-12-19 17:01-05:00,"['Basic', 'Live']",C-FRAX,C02CFC,Boeing 737,WestJet,WS,WJA,3,3,B22,,,,,CYEG,YEG,Edmonton,America/Edmonton,
VS 8000,,Arrived,IsCodeshared,False,arrivals,,,,,,,[],,,,,2025-12-19 22:23Z,2025-12-19 17:23-05:00,2025-12-19 22:01Z,2025-12-19 17:01-05:00,"['Basic', 'Live']",,,,Virgin Atlantic,VS,VIR,3,3,B22,,,,,CYEG,YEG,Edmonton,America/Edmonton,
AM 7102,,Arrived,IsCodeshared,False,arrivals,,,,,,,[],,,,,2025-12-19 22:23Z,2025-12-19 17:23-05:00,2025-12-19 22:01Z,2025-12-19 17:01-05:00,"['Basic', 'Live']",,,,Aeromexico,AM,AMX,3,3,B22,,,,,CYEG,YEG,Edmonton,America/Edmonton,
AC 10,ACA10,Arrived,IsOperator,False,arrivals,2025-12-19 09:45Z,2025-12-19 18:45+09:00,,,1,,['Basic'],,,,,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:03Z,2025-12-19 17:03-05:00,"['Basic', 'Live']",C-FNNW,C023BD,Boeing 777-300ER,Air Canada,AC,ACA,1,6,E72,,,,,RJAA,NRT,Tokyo,Asia/Tokyo,
NH 6812,ACA10,Arrived,IsCodeshared,False,arrivals,2025-12-19 09:45Z,2025-12-19 18:45+09:00,,,1,,['Basic'],,,,,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:03Z,2025-12-19 17:03-05:00,"['Basic', 'Live']",C-FNNW,C023BD,Boeing 777-300,ANA,NH,ANA,1,6,E72,,,,,RJAA,NRT,Tokyo,Asia/Tokyo,
AC 8839,JZA839,Arrived,IsOperator,False,arrivals,2025-12-19 20:15Z,2025-12-19 15:15-05:00,2025-12-19 20:26Z,2025-12-19 15:26-05:00,2,,"['Basic', 'Live']",,,,,2025-12-19 22:10Z,2025-12-19 17:10-05:00,2025-12-19 22:03Z,2025-12-19 17:03-05:00,"['Basic', 'Live']",C-GLJZ,C062B8,Bombardier CRJ900,Air Canada,AC,ACA,1,9,F87,,,2025-12-19 20:26Z,2025-12-19 15:26-05:00,KRDU,RDU,Raleigh/Durham,America/New_York,
F8 2649,TSC517,Arrived,Unknown,False,arrivals,2025-12-19 17:35Z,2025-12-19 12:35-05:00,,,,,['Basic'],,,,,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:03Z,2025-12-19 17:03-05:00,"['Basic', 'Live']",C-GUBA,C07993,Airbus A330-200,Flair,F8,FLE,3,8,C32,,,,,MKJS,MBJ,Montego Bay,America/Jamaica,
TS 517,TSC517,Arrived,IsOperator,False,arrivals,2025-12-19 17:35Z,2025-12-19 12:35-05:00,,,,,['Basic'],,,,,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:03Z,2025-12-19 17:03-05:00,"['Basic', 'Live']",C-GUBA,C07993,Airbus A330-200,Air Transat,TS,TSC,3,8,C32,,,,,MKJS,MBJ,Montego Bay,America/Jamaica,
AC 506,ACA506,Arrived,IsOperator,False,arrivals,2025-12-19 20:00Z,2025-12-19 14:00-06:00,2025-12-19 20:44Z,2025-12-19 14:44-06:00,2,,"['Basic', 'Live']",,,,,2025-12-19 21:39Z,2025-12-19 16:39-05:00,2025-12-19 22:05Z,2025-12-19 17:05-05:00,"['Basic', 'Live']",C-GNBN,C06724,Airbus A220-300,Air Canada,AC,ACA,1,9,F36,,,2025-12-19 20:44Z,2025-12-19 14:44-06:00,KORD,ORD,Chicago,America/Chicago,
UA 8474,ACA506,Arrived,IsCodeshared,False,arrivals,2025-12-19 20:00Z,2025-12-19 14:00-06:00,2025-12-19 20:44Z,2025-12-19 14:44-06:00,2,,"['Basic', 'Live']",,,,,2025-12-19 21:39Z,2025-12-19 16:39-05:00,2025-12-19 22:05Z,2025-12-19 17:05-05:00,"['Basic', 'Live']",C-GNBN,C06724,Airbus A220-300,United,UA,UAL,1,9,F36,,,2025-12-19 20:44Z,2025-12-19 14:44-06:00,KORD,ORD,Chicago,America/Chicago,
TS 741,TSC741,Arrived,IsOperator,False,arrivals,2025-12-19 17:50Z,2025-12-19 13:50-04:00,,,,,['Basic'],,,,,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:12Z,2025-12-19 17:12-05:00,"['Basic', 'Live']",C-GUFZ,C07A14,Airbus A330-200,Air Transat,TS,TSC,3,9,C33,,,,,MDPP,POP,Puerto Plata,America/Santo_Domingo,
LX 4630,,Arrived,IsCodeshared,False,arrivals,2025-12-19 09:35Z,2025-12-19 10:35+01:00,2025-12-19 12:43Z,2025-12-19 13:43+01:00,3,G36,"['Basic', 'Live']",,,,,2025-12-19 18:50Z,2025-12-19 13:50-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",,,Boeing 787-9,SWISS,LX,SWR,1,5,E80,,,,,LOWW,VIE,Vienna,Europe/Vienna,311-315
SN 9657,,Arrived,IsCodeshared,False,arrivals,2025-12-19 09:35Z,2025-12-19 10:35+01:00,2025-12-19 12:43Z,2025-12-19 13:43+01:00,3,G36,"['Basic', 'Live']",,,,,2025-12-19 18:50Z,2025-12-19 13:50-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",,,Boeing 787-9,Brussels,SN,BEL,1,5,E80,,,,,LOWW,VIE,Vienna,Europe/Vienna,311-315
LH 6511,,Arrived,IsCodeshared,False,arrivals,2025-12-19 09:35Z,2025-12-19 10:35+01:00,2025-12-19 12:43Z,2025-12-19 13:43+01:00,3,G36,"['Basic', 'Live']",,,,,2025-12-19 18:50Z,2025-12-19 13:50-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",,,Boeing 787-9,Lufthansa,LH,DLH,1,5,E80,,,,,LOWW,VIE,Vienna,Europe/Vienna,311-315
UA 8405,,Arrived,IsCodeshared,False,arrivals,2025-12-19 09:35Z,2025-12-19 10:35+01:00,2025-12-19 12:43Z,2025-12-19 13:43+01:00,3,G36,"['Basic', 'Live']",,,,,2025-12-19 18:50Z,2025-12-19 13:50-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",,,Boeing 787-9,United,UA,UAL,1,5,E80,,,,,LOWW,VIE,Vienna,Europe/Vienna,311-315
OS 8247,,Arrived,IsCodeshared,False,arrivals,2025-12-19 09:35Z,2025-12-19 10:35+01:00,2025-12-19 12:43Z,2025-12-19 13:43+01:00,3,G36,"['Basic', 'Live']",,,,,2025-12-19 18:50Z,2025-12-19 13:50-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",,,Boeing 787-9,Austrian,OS,AUA,1,5,E80,,,,,LOWW,VIE,Vienna,Europe/Vienna,311-315
AC 887,ACA887,Arrived,IsOperator,False,arrivals,2025-12-19 09:35Z,2025-12-19 10:35+01:00,2025-12-19 12:43Z,2025-12-19 13:43+01:00,3,G36,"['Basic', 'Live']",,,,,2025-12-19 18:50Z,2025-12-19 13:50-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",C-FGEO,C0104F,Boeing 787-9,Air Canada,AC,ACA,1,5,E80,,,,,LOWW,VIE,Vienna,Europe/Vienna,311-315
LH 6685,,Canceled,IsCodeshared,False,arrivals,2025-12-19 20:30Z,2025-12-19 15:30-05:00,,,B,,['Basic'],,,,,2025-12-19 22:13Z,2025-12-19 17:13-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",,,Airbus A220-300,Lufthansa,LH,DLH,1,10,F55,,,,,KLGA,LGA,New York,America/New_York,
AC 715,,Canceled,IsOperator,False,arrivals,2025-12-19 20:30Z,2025-12-19 15:30-05:00,,,B,,['Basic'],,,,,2025-12-19 22:13Z,2025-12-19 17:13-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",,,Airbus A320,Air Canada,AC,ACA,1,10,F55,,,,,KLGA,LGA,New York,America/New_York,
UA 8403,,Canceled,IsCodeshared,False,arrivals,2025-12-19 20:30Z,2025-12-19 15:30-05:00,,,B,,['Basic'],,,,,2025-12-19 22:13Z,2025-12-19 17:13-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",,,Airbus A220-300,United,UA,UAL,1,10,F55,,,,,KLGA,LGA,New York,America/New_York,
AC 1201,ACA1201,Arrived,IsOperator,False,arrivals,2025-12-19 17:20Z,2025-12-19 12:20-05:00,2025-12-19 19:05Z,2025-12-19 14:05-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 20:40Z,2025-12-19 15:40-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,"['Basic', 'Live']",C-FSEQ,C03001,Boeing 737,Air Canada,AC,ACA,1,9,F57,,,2025-12-19 19:05Z,2025-12-19 14:05-05:00,KMIA,MIA,Miami,America/New_York,
LH 6790,ACA837,Arrived,IsCodeshared,False,arrivals,2025-12-19 10:50Z,2025-12-19 11:50+01:00,2025-12-19 11:45Z,2025-12-19 12:45+01:00,2,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:17Z,2025-12-19 17:17-05:00,"['Basic', 'Live']",C-FIVM,C0174F,Boeing 777-300,Lufthansa,LH,DLH,1,7,E79,,,,,EDDM,MUC,Munich,Europe/Berlin,
OS 8209,ACA837,Arrived,IsCodeshared,False,arrivals,2025-12-19 10:50Z,2025-12-19 11:50+01:00,2025-12-19 11:45Z,2025-12-19 12:45+01:00,2,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:17Z,2025-12-19 17:17-05:00,"['Basic', 'Live']",C-FIVM,C0174F,Boeing 777-300,Austrian,OS,AUA,1,7,E79,,,,,EDDM,MUC,Munich,Europe/Berlin,
A3 3084,ACA837,Arrived,IsCodeshared,False,arrivals,2025-12-19 10:50Z,2025-12-19 11:50+01:00,2025-12-19 11:45Z,2025-12-19 12:45+01:00,2,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:17Z,2025-12-19 17:17-05:00,"['Basic', 'Live']",C-FIVM,C0174F,Boeing 777-300,Aegean,A3,AEE,1,7,E79,,,,,EDDM,MUC,Munich,Europe/Berlin,
OU 5928,ACA837,Arrived,IsCodeshared,False,arrivals,2025-12-19 10:50Z,2025-12-19 11:50+01:00,2025-12-19 11:45Z,2025-12-19 12:45+01:00,2,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:17Z,2025-12-19 17:17-05:00,"['Basic', 'Live']",C-FIVM,C0174F,Boeing 777-300,Croatia,OU,CTN,1,7,E79,,,,,EDDM,MUC,Munich,Europe/Berlin,
UA 8553,ACA837,Arrived,IsCodeshared,False,arrivals,2025-12-19 10:50Z,2025-12-19 11:50+01:00,2025-12-19 11:45Z,2025-12-19 12:45+01:00,2,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:17Z,2025-12-19 17:17-05:00,"['Basic', 'Live']",C-FIVM,C0174F,Boeing 777-300,United,UA,UAL,1,7,E79,,,,,EDDM,MUC,Munich,Europe/Berlin,
AC 837,ACA837,Arrived,IsOperator,False,arrivals,2025-12-19 10:50Z,2025-12-19 11:50+01:00,2025-12-19 11:45Z,2025-12-19 12:45+01:00,2,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:17Z,2025-12-19 17:17-05:00,"['Basic', 'Live']",C-FIVM,C0174F,Boeing 777-300ER,Air Canada,AC,ACA,1,7,E79,,,,,EDDM,MUC,Munich,Europe/Berlin,
PD 604,POE604,Arrived,IsOperator,False,arrivals,2025-12-19 14:55Z,2025-12-19 09:55-05:00,2025-12-19 21:04Z,2025-12-19 16:04-05:00,B,,"['Basic', 'Live']",,,,,2025-12-19 16:35Z,2025-12-19 11:35-05:00,2025-12-19 22:21Z,2025-12-19 17:21-05:00,"['Basic', 'Live']",C-GKYN,C0618E,Embraer 195,Porter,PD,POE,3,9,C37A,,,2025-12-19 21:04Z,2025-12-19 16:04-05:00,KLGA,LGA,New York,America/New_York,
TS 7210,POE604,Arrived,IsCodeshared,False,arrivals,2025-12-19 14:55Z,2025-12-19 09:55-05:00,2025-12-19 21:04Z,2025-12-19 16:04-05:00,B,,"['Basic', 'Live']",,,,,2025-12-19 16:35Z,2025-12-19 11:35-05:00,2025-12-19 22:21Z,2025-12-19 17:21-05:00,"['Basic', 'Live']",C-GKYN,C0618E,Embraer 195,Air Transat,TS,TSC,3,9,C37A,,,2025-12-19 21:04Z,2025-12-19 16:04-05:00,KLGA,LGA,New York,America/New_York,
TK 9135,,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:15Z,2025-12-19 11:15-07:00,2025-12-19 18:25Z,2025-12-19 11:25-07:00,,52,"['Basic', 'Live']",,,,,2025-12-19 22:08Z,2025-12-19 17:08-05:00,2025-12-19 22:23Z,2025-12-19 17:23-05:00,"['Basic', 'Live']",,,Airbus A321,Turkish,TK,THY,1,2,D37,,,,,CYEG,YEG,Edmonton,America/Edmonton,
LH 6553,,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:15Z,2025-12-19 11:15-07:00,2025-12-19 18:25Z,2025-12-19 11:25-07:00,,52,"['Basic', 'Live']",,,,,2025-12-19 22:08Z,2025-12-19 17:08-05:00,2025-12-19 22:23Z,2025-12-19 17:23-05:00,"['Basic', 'Live']",,,Airbus A321,Lufthansa,LH,DLH,1,2,D37,,,,,CYEG,YEG,Edmonton,America/Edmonton,
AC 166,ACA166,Arrived,IsOperator,False,arrivals,2025-12-19 18:15Z,2025-12-19 11:15-07:00,2025-12-19 18:25Z,2025-12-19 11:25-07:00,,52,"['Basic', 'Live']",,,,,2025-12-19 22:08Z,2025-12-19 17:08-05:00,2025-12-19 22:23Z,2025-12-19 17:23-05:00,"['Basic', 'Live']",C-GITU,C05BCB,Airbus A321,Air Canada,AC,ACA,1,2,D37,,,,,CYEG,YEG,Edmonton,America/Edmonton,
OS 8268,,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:15Z,2025-12-19 11:15-07:00,2025-12-19 18:25Z,2025-12-19 11:25-07:00,,52,"['Basic', 'Live']",,,,,2025-12-19 22:08Z,2025-12-19 17:08-05:00,2025-12-19 22:23Z,2025-12-19 17:23-05:00,"['Basic', 'Live']",,,Airbus A321,Austrian,OS,AUA,1,2,D37,,,,,CYEG,YEG,Edmonton,America/Edmonton,
EI 8793,,Arrived,IsCodeshared,False,arrivals,2025-12-19 11:40Z,2025-12-19 11:40+00:00,2025-12-19 14:21Z,2025-12-19 14:21+00:00,5,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:23Z,2025-12-19 17:23-05:00,"['Basic', 'Live']",,,Boeing 777-200 / 200ER Passenger,Aer Lingus,EI,EIN,3,6,C31,,,,,EGLL,LHR,London,Europe/London,C
AY 5993,,Arrived,IsCodeshared,False,arrivals,2025-12-19 11:40Z,2025-12-19 11:40+00:00,2025-12-19 14:21Z,2025-12-19 14:21+00:00,5,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:23Z,2025-12-19 17:23-05:00,"['Basic', 'Live']",,,Boeing 777-200 / 200ER Passenger,Finnair,AY,FIN,3,6,C31,,,,,EGLL,LHR,London,Europe/London,C
BA 93,,Arrived,IsOperator,False,arrivals,2025-12-19 11:40Z,2025-12-19 11:40+00:00,2025-12-19 14:21Z,2025-12-19 14:21+00:00,5,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:23Z,2025-12-19 17:23-05:00,"['Basic', 'Live']",,,Boeing 777,British,BA,BAW,3,6,C31,,,,,EGLL,LHR,London,Europe/London,C
IB 3529,,Arrived,IsCodeshared,False,arrivals,2025-12-19 11:40Z,2025-12-19 11:40+00:00,2025-12-19 14:21Z,2025-12-19 14:21+00:00,5,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:23Z,2025-12-19 17:23-05:00,"['Basic', 'Live']",,,Boeing 777-200 / 200ER Passenger,Iberia,IB,IBE,3,6,C31,,,,,EGLL,LHR,London,Europe/London,C
AA 6918,,Arrived,IsCodeshared,False,arrivals,2025-12-19 11:40Z,2025-12-19 11:40+00:00,2025-12-19 14:21Z,2025-12-19 14:21+00:00,5,,"['Basic', 'Live']",,,,,2025-12-19 19:50Z,2025-12-19 14:50-05:00,2025-12-19 22:23Z,2025-12-19 17:23-05:00,"['Basic', 'Live']",,,Boeing 777-200 / 200ER Passenger,American,AA,AAL,3,6,C31,,,,,EGLL,LHR,London,Europe/London,C
PD 6067,AAL5864,Arrived,IsCodeshared,False,arrivals,2025-12-19 20:40Z,2025-12-19 15:40-05:00,2025-12-19 21:01Z,2025-12-19 16:01-05:00,F,,"['Basic', 'Live']",,,,,2025-12-19 22:29Z,2025-12-19 17:29-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,"['Basic', 'Live']",N694AE,A93997,Embraer 145,Porter,PD,POE,3,7,A9,,,2025-12-19 21:01Z,2025-12-19 16:01-05:00,KPHL,PHL,Philadelphia,America/New_York,
QR 2925,AAL5864,Arrived,IsCodeshared,False,arrivals,2025-12-19 20:40Z,2025-12-19 15:40-05:00,2025-12-19 21:01Z,2025-12-19 16:01-05:00,F,,"['Basic', 'Live']",,,,,2025-12-19 22:29Z,2025-12-19 17:29-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,"['Basic', 'Live']",N694AE,A93997,Embraer 145,Qatar,QR,QTR,3,7,A9,,,2025-12-19 21:01Z,2025-12-19 16:01-05:00,KPHL,PHL,Philadelphia,America/New_York,
PI 5864,AAL5864,Arrived,IsCodeshared,False,arrivals,2025-12-19 20:40Z,2025-12-19 15:40-05:00,2025-12-19 21:01Z,2025-12-19 16:01-05:00,F,,"['Basic', 'Live']",,,,,2025-12-19 22:29Z,2025-12-19 17:29-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,"['Basic', 'Live']",N694AE,A93997,Embraer 145,Polar,PI,RKA,3,7,A9,,,2025-12-19 21:01Z,2025-12-19 16:01-05:00,KPHL,PHL,Philadelphia,America/New_York,
AA 5864,AAL5864,Arrived,IsOperator,False,arrivals,2025-12-19 20:40Z,2025-12-19 15:40-05:00,2025-12-19 21:01Z,2025-12-19 16:01-05:00,F,,"['Basic', 'Live']",,,,,2025-12-19 22:29Z,2025-12-19 17:29-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,"['Basic', 'Live']",N694AE,A93997,Embraer RJ145,American,AA,AAL,3,7,A9,,,2025-12-19 21:01Z,2025-12-19 16:01-05:00,KPHL,PHL,Philadelphia,America/New_York,
AC 7253,ACA7253,Delayed,IsOperator,False,arrivals,,,,,,,[],,,,,2025-12-19 21:25Z,2025-12-19 16:25-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,"['Basic', 'Live']",C-GHLV,C05858,Boeing 767-300,Air Canada,AC,ACA,1,,509,,,,,SPJC,LIM,Lima,America/Lima,
WS 2731,WJA2731,Arrived,IsOperator,False,arrivals,,,,,,,[],,,,,2025-12-19 22:09Z,2025-12-19 17:09-05:00,2025-12-19 22:27Z,2025-12-19 17:27-05:00,"['Basic', 'Live']",C-GNDG,C06751,Boeing 737-800,WestJet,WS,WJA,3,8,B11,,,,,MUHG,HOG,Holguín,America/Havana,
AC 1795,ROU1795,Arrived,IsOperator,False,arrivals,2025-12-19 17:05Z,2025-12-19 13:05-04:00,,,A,,['Basic'],,,,,2025-12-19 21:50Z,2025-12-19 16:50-05:00,2025-12-19 22:29Z,2025-12-19 17:29-05:00,"['Basic', 'Live']",C-GFCI,C05219,Airbus A320,Air Canada,AC,ACA,1,7,F98,,,,,MDPC,PUJ,Punta Cana,America/Santo_Domingo,
WS 712,WJA712,Arrived,IsOperator,False,arrivals,2025-12-19 18:00Z,2025-12-19 10:00-08:00,2025-12-19 18:10Z,2025-12-19 10:10-08:00,M,B15,"['Basic', 'Live']",,,,,2025-12-19 22:41Z,2025-12-19 17:41-05:00,2025-12-19 22:29Z,2025-12-19 17:29-05:00,"['Basic', 'Live']",C-FBWI,C004E9,Boeing 737-800,WestJet,WS,WJA,3,4,B19,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
S4 7032,WJA712,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:00Z,2025-12-19 10:00-08:00,2025-12-19 18:10Z,2025-12-19 10:10-08:00,M,B15,"['Basic', 'Live']",,,,,2025-12-19 22:41Z,2025-12-19 17:41-05:00,2025-12-19 22:29Z,2025-12-19 17:29-05:00,"['Basic', 'Live']",C-FBWI,C004E9,Boeing 737-800,Azores,S4,RZO,3,4,B19,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
DL 7017,WJA712,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:00Z,2025-12-19 10:00-08:00,2025-12-19 18:10Z,2025-12-19 10:10-08:00,M,B15,"['Basic', 'Live']",,,,,2025-12-19 22:41Z,2025-12-19 17:41-05:00,2025-12-19 22:29Z,2025-12-19 17:29-05:00,"['Basic', 'Live']",C-FBWI,C004E9,Boeing 737-800,Delta Air Lines,DL,DAL,3,4,B19,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
VS 8010,WJA712,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:00Z,2025-12-19 10:00-08:00,2025-12-19 18:10Z,2025-12-19 10:10-08:00,M,B15,"['Basic', 'Live']",,,,,2025-12-19 22:41Z,2025-12-19 17:41-05:00,2025-12-19 22:29Z,2025-12-19 17:29-05:00,"['Basic', 'Live']",C-FBWI,C004E9,Boeing 737-800,Virgin Atlantic,VS,VIR,3,4,B19,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
AF 3009,WJA712,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:00Z,2025-12-19 10:00-08:00,2025-12-19 18:10Z,2025-12-19 10:10-08:00,M,B15,"['Basic', 'Live']",,,,,2025-12-19 22:41Z,2025-12-19 17:41-05:00,2025-12-19 22:29Z,2025-12-19 17:29-05:00,"['Basic', 'Live']",C-FBWI,C004E9,Boeing 737-800,Air France,AF,AFR,3,4,B19,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
QF 3374,WJA712,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:00Z,2025-12-19 10:00-08:00,2025-12-19 18:10Z,2025-12-19 10:10-08:00,M,B15,"['Basic', 'Live']",,,,,2025-12-19 22:41Z,2025-12-19 17:41-05:00,2025-12-19 22:29Z,2025-12-19 17:29-05:00,"['Basic', 'Live']",C-FBWI,C004E9,Boeing 737-800,Qantas,QF,QFA,3,4,B19,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
KE 3617,DAL1734,Arrived,IsCodeshared,False,arrivals,2025-12-19 19:48Z,2025-12-19 14:48-05:00,2025-12-19 20:22Z,2025-12-19 15:22-05:00,I,,"['Basic', 'Live']",,,,,2025-12-19 22:02Z,2025-12-19 17:02-05:00,2025-12-19 22:30Z,2025-12-19 17:30-05:00,"['Basic', 'Live']",N361NW,A41144,Airbus A320,Korean Air,KE,KAL,3,7,A12,,,2025-12-19 20:22Z,2025-12-19 15:22-05:00,KATL,ATL,Atlanta,America/New_York,
LA 7924,DAL1734,Arrived,IsCodeshared,False,arrivals,2025-12-19 19:48Z,2025-12-19 14:48-05:00,2025-12-19 20:22Z,2025-12-19 15:22-05:00,I,,"['Basic', 'Live']",,,,,2025-12-19 22:02Z,2025-12-19 17:02-05:00,2025-12-19 22:30Z,2025-12-19 17:30-05:00,"['Basic', 'Live']",N361NW,A41144,Airbus A320,LATAM,LA,LAN,3,7,A12,,,2025-12-19 20:22Z,2025-12-19 15:22-05:00,KATL,ATL,Atlanta,America/New_York,
