number,callSign,status,codeshareStatus,isCargo,direction,departure.scheduledTime.utc,departure.scheduledTime.local,departure.revisedTime.utc,departure.revisedTime.local,departure.terminal,departure.gate,departure.quality,arrival.airport.icao,arrival.airport.iata,arrival.airport.name,arrival.airport.timeZone,arrival.scheduledTime.utc,arrival.scheduledTime.local,arrival.revisedTime.utc,arrival.revisedTime.local,arrival.quality,aircraft.reg,aircraft.modeS,aircraft.model,airline.name,airline.iata,airline.icao,arrival.terminal,arrival.baggageBelt,arrival.gate,arrival.runwayTime.utc,arrival.runwayTime.local,departure.runwayTime.utc,departure.runwayTime.local,departure.airport.icao,departure.airport.iata,departure.airport.name,departure.airport.timeZone,departure.checkInDesk
AM 3916,DAL1734,Arrived,IsCodeshared,False,arrivals,2025-12-19 19:48Z,2025-12-19 14:48-05:00,2025-12-19 20:22Z,2025-12-19 15:22-05:00,I,,"['Basic', 'Live']",,,,,2025-12-19 22:02Z,2025-12-19 17:02-05:00,2025-12-19 22:30Z,2025-12-19 17:30-05:00,"['Basic', 'Live']",N361NW,A41144,Airbus A320,Aeromexico,AM,AMX,3,7,A12,,,2025-12-19 20:22Z,2025-12-19 15:22-05:00,KATL,ATL,Atlanta,America/New_York,
WS 6301,DAL1734,Arrived,IsCodeshared,False,arrivals,2025-12-19 19:48Z,2025-12-19 14:48-05:00,2025-12-19 20:22Z,2025-12-19 15:22-05:00,I,,"['Basic', 'Live']",,,,,2025-12-19 22:02Z,2025-12-19 17:02-05:00,2025-12-19 22:30Z,2025-12-19 17:30-05:00,"['Basic', 'Live']",N361NW,A41144,Airbus A320,WestJet,WS,WJA,3,7,A12,,,2025-12-19 20:22Z,2025-12-19 15:22-05:00,KATL,ATL,Atlanta,America/New_York,
DL 1734,DAL1734,Arrived,IsOperator,False,arrivals,2025-12-19 19:48Z,2025-12-19 14:48-05:00,2025-12-19 20:22Z,2025-12-19 15:22-05:00,I,,"['Basic', 'Live']",,,,,2025-12-19 22:02Z,2025-12-19 17:02-05:00,2025-12-19 22:30Z,2025-12-19 17:30-05:00,"['Basic', 'Live']",N361NW,A41144,Airbus A320,Delta Air Lines,DL,DAL,3,7,A12,,,2025-12-19 20:22Z,2025-12-19 15:22-05:00,KATL,ATL,Atlanta,America/New_York,
PD 544,POE544,Arrived,IsOperator,False,arrivals,2025-12-19 19:10Z,2025-12-19 14:10-05:00,2025-12-19 19:39Z,2025-12-19 14:39-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 22:30Z,2025-12-19 17:30-05:00,2025-12-19 22:32Z,2025-12-19 17:32-05:00,"['Basic', 'Live']",C-GKQV,C060C6,Embraer 195,Porter,PD,POE,3,9,C38,,,2025-12-19 19:39Z,2025-12-19 14:39-05:00,KMIA,MIA,Miami,America/New_York,
TS 7479,POE544,Arrived,IsCodeshared,False,arrivals,2025-12-19 19:10Z,2025-12-19 14:10-05:00,2025-12-19 19:39Z,2025-12-19 14:39-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 22:30Z,2025-12-19 17:30-05:00,2025-12-19 22:32Z,2025-12-19 17:32-05:00,"['Basic', 'Live']",C-GKQV,C060C6,Embraer 195,Air Transat,TS,TSC,3,9,C38,,,2025-12-19 19:39Z,2025-12-19 14:39-05:00,KMIA,MIA,Miami,America/New_York,
WS 1141,WJA1141,Arrived,IsOperator,False,arrivals,2025-12-19 19:41Z,2025-12-19 14:41-05:00,2025-12-19 19:41Z,2025-12-19 14:41-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 22:12Z,2025-12-19 17:12-05:00,2025-12-19 22:32Z,2025-12-19 17:32-05:00,"['Basic', 'Live']",C-FCSX,C00734,Boeing 737-800,WestJet,WS,WJA,3,8,C39A,,,2025-12-19 19:41Z,2025-12-19 14:41-05:00,KTPA,TPA,Tampa,America/New_York,
DL 6902,WJA1141,Arrived,IsCodeshared,False,arrivals,2025-12-19 19:41Z,2025-12-19 14:41-05:00,2025-12-19 19:41Z,2025-12-19 14:41-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 22:12Z,2025-12-19 17:12-05:00,2025-12-19 22:32Z,2025-12-19 17:32-05:00,"['Basic', 'Live']",C-FCSX,C00734,Boeing 737-800,Delta Air Lines,DL,DAL,3,8,C39A,,,2025-12-19 19:41Z,2025-12-19 14:41-05:00,KTPA,TPA,Tampa,America/New_York,
AF 3015,WJA1141,Arrived,IsCodeshared,False,arrivals,2025-12-19 19:41Z,2025-12-19 14:41-05:00,2025-12-19 19:41Z,2025-12-19 14:41-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 22:12Z,2025-12-19 17:12-05:00,2025-12-19 22:32Z,2025-12-19 17:32-05:00,"['Basic', 'Live']",C-FCSX,C00734,Boeing 737-800,Air France,AF,AFR,3,8,C39A,,,2025-12-19 19:41Z,2025-12-19 14:41-05:00,KTPA,TPA,Tampa,America/New_York,
DE 2402,,Arrived,IsOperator,False,arrivals,2025-12-19 10:50Z,2025-12-19 11:50+01:00,2025-12-19 12:50Z,2025-12-19 13:50+01:00,1,B61,"['Basic', 'Live']",,,,,2025-12-19 19:45Z,2025-12-19 14:45-05:00,2025-12-19 22:33Z,2025-12-19 17:33-05:00,"['Basic', 'Live']",D-ANRA,3C7A41,Airbus A330-900,Condor,DE,CFG,3,5,C30,,,,,EDDF,FRA,Frankfurt-am-Main,Europe/Berlin,759-782
WS 5942,,Arrived,IsCodeshared,False,arrivals,2025-12-19 10:50Z,2025-12-19 11:50+01:00,2025-12-19 12:50Z,2025-12-19 13:50+01:00,1,B61,"['Basic', 'Live']",,,,,2025-12-19 19:45Z,2025-12-19 14:45-05:00,2025-12-19 22:33Z,2025-12-19 17:33-05:00,"['Basic', 'Live']",D-ANRA,3C7A41,Airbus A330,WestJet,WS,WJA,3,5,C30,,,,,EDDF,FRA,Frankfurt-am-Main,Europe/Berlin,759-782
AC 973,ACA973,Arrived,IsOperator,False,arrivals,2025-12-19 18:30Z,2025-12-19 13:30-05:00,,,,,['Basic'],,,,,2025-12-19 22:35Z,2025-12-19 17:35-05:00,2025-12-19 22:34Z,2025-12-19 17:34-05:00,"['Basic', 'Live']",C-GEHY,C05007,Boeing 737,Air Canada,AC,ACA,1,6,E81,,,,,MWCR,GCM,Georgetown,America/Cayman,
LO 4138,,Canceled,IsCodeshared,False,arrivals,2025-12-19 19:30Z,2025-12-19 13:30-06:00,2025-12-19 19:30Z,2025-12-19 13:30-06:00,,10,"['Basic', 'Live']",,,,,2025-12-19 22:06Z,2025-12-19 17:06-05:00,2025-12-19 22:36Z,2025-12-19 17:36-05:00,"['Basic', 'Live']",,,Airbus A320,LOT - Polish,LO,LOT,1,4,D35,,,,,CYWG,YWG,Winnipeg,America/Winnipeg,
AC 266,,Canceled,IsOperator,False,arrivals,2025-12-19 19:30Z,2025-12-19 13:30-06:00,2025-12-19 19:30Z,2025-12-19 13:30-06:00,,10,"['Basic', 'Live']",,,,,2025-12-19 22:06Z,2025-12-19 17:06-05:00,2025-12-19 22:36Z,2025-12-19 17:36-05:00,"['Basic', 'Live']",,,Airbus A320,Air Canada,AC,ACA,1,4,D35,,,,,CYWG,YWG,Winnipeg,America/Winnipeg,
TP 8016,,Canceled,IsCodeshared,False,arrivals,2025-12-19 19:30Z,2025-12-19 13:30-06:00,2025-12-19 19:30Z,2025-12-19 13:30-06:00,,10,"['Basic', 'Live']",,,,,2025-12-19 22:06Z,2025-12-19 17:06-05:00,2025-12-19 22:36Z,2025-12-19 17:36-05:00,"['Basic', 'Live']",,,Airbus A320,TAP Air Portugal,TP,TAP,1,4,D35,,,,,CYWG,YWG,Winnipeg,America/Winnipeg,
LH 6579,,Canceled,IsCodeshared,False,arrivals,2025-12-19 19:30Z,2025-12-19 13:30-06:00,2025-12-19 19:30Z,2025-12-19 13:30-06:00,,10,"['Basic', 'Live']",,,,,2025-12-19 22:06Z,2025-12-19 17:06-05:00,2025-12-19 22:36Z,2025-12-19 17:36-05:00,"['Basic', 'Live']",,,Airbus A320,Lufthansa,LH,DLH,1,4,D35,,,,,CYWG,YWG,Winnipeg,America/Winnipeg,
UA 8016,,Canceled,IsCodeshared,False,arrivals,2025-12-19 19:30Z,2025-12-19 13:30-06:00,2025-12-19 19:30Z,2025-12-19 13:30-06:00,,10,"['Basic', 'Live']",,,,,2025-12-19 22:06Z,2025-12-19 17:06-05:00,2025-12-19 22:36Z,2025-12-19 17:36-05:00,"['Basic', 'Live']",,,Airbus A320,United,UA,UAL,1,4,D35,,,,,CYWG,YWG,Winnipeg,America/Winnipeg,
OS 8312,,Canceled,IsCodeshared,False,arrivals,2025-12-19 19:30Z,2025-12-19 13:30-06:00,2025-12-19 19:30Z,2025-12-19 13:30-06:00,,10,"['Basic', 'Live']",,,,,2025-12-19 22:06Z,2025-12-19 17:06-05:00,2025-12-19 22:36Z,2025-12-19 17:36-05:00,"['Basic', 'Live']",,,Airbus A320,Austrian,OS,AUA,1,4,D35,,,,,CYWG,YWG,Winnipeg,America/Winnipeg,
OH 5030,JIA5030,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:58Z,2025-12-19 13:58-05:00,2025-12-19 20:51Z,2025-12-19 15:51-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 20:59Z,2025-12-19 15:59-05:00,2025-12-19 22:38Z,2025-12-19 17:38-05:00,"['Basic', 'Live']",N564NN,A736FF,Canadair CRJ 900,PSA,OH,JIA,3,7,A9,,,2025-12-19 20:51Z,2025-12-19 15:51-05:00,KCLT,CLT,Charlotte,America/New_York,
AA 5030,JIA5030,Arrived,IsOperator,False,arrivals,2025-12-19 18:58Z,2025-12-19 13:58-05:00,2025-12-19 20:51Z,2025-12-19 15:51-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 20:59Z,2025-12-19 15:59-05:00,2025-12-19 22:38Z,2025-12-19 17:38-05:00,"['Basic', 'Live']",N564NN,A736FF,Bombardier CRJ900,American,AA,AAL,3,7,A9,,,2025-12-19 20:51Z,2025-12-19 15:51-05:00,KCLT,CLT,Charlotte,America/New_York,
PD 6146,AAL5030,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:58Z,2025-12-19 13:58-05:00,2025-12-19 20:51Z,2025-12-19 15:51-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 20:59Z,2025-12-19 15:59-05:00,2025-12-19 22:38Z,2025-12-19 17:38-05:00,"['Basic', 'Live']",N564NN,A736FF,Canadair CRJ 900,Porter,PD,POE,3,7,A9,,,2025-12-19 20:51Z,2025-12-19 15:51-05:00,KCLT,CLT,Charlotte,America/New_York,
LH 6725,ACA1625,Arrived,IsCodeshared,False,arrivals,2025-12-19 18:40Z,2025-12-19 13:40-05:00,2025-12-19 19:44Z,2025-12-19 14:44-05:00,2,,"['Basic', 'Live']",,,,,2025-12-19 21:50Z,2025-12-19 16:50-05:00,2025-12-19 22:38Z,2025-12-19 17:38-05:00,"['Basic', 'Live']",C-GFWX,C05430,Airbus A320,Lufthansa,LH,DLH,1,10,F68,,,2025-12-19 19:44Z,2025-12-19 14:44-05:00,KFLL,FLL,Fort Lauderdale,America/New_York,
AC 1625,ROU1625,Arrived,IsOperator,False,arrivals,2025-12-19 18:40Z,2025-12-19 13:40-05:00,2025-12-19 19:44Z,2025-12-19 14:44-05:00,2,,"['Basic', 'Live']",,,,,2025-12-19 21:50Z,2025-12-19 16:50-05:00,2025-12-19 22:38Z,2025-12-19 17:38-05:00,"['Basic', 'Live']",C-GFWX,C05430,Airbus A320,Air Canada,AC,ACA,1,10,F68,,,2025-12-19 19:44Z,2025-12-19 14:44-05:00,KFLL,FLL,Fort Lauderdale,America/New_York,
AA 3610,,Arrived,IsOperator,False,arrivals,2025-12-19 21:00Z,2025-12-19 15:00-06:00,,,3,,['Basic'],,,,,2025-12-19 22:40Z,2025-12-19 17:40-05:00,2025-12-19 22:42Z,2025-12-19 17:42-05:00,"['Basic', 'Live']",,,Embraer 170,American,AA,AAL,3,7,A13,,,,,KORD,ORD,Chicago,America/Chicago,
AS 4247,,Arrived,IsCodeshared,False,arrivals,2025-12-19 21:00Z,2025-12-19 15:00-06:00,,,3,,['Basic'],,,,,2025-12-19 22:40Z,2025-12-19 17:40-05:00,2025-12-19 22:42Z,2025-12-19 17:42-05:00,"['Basic', 'Live']",,,Embraer 170,Alaska,AS,ASA,3,7,A13,,,,,KORD,ORD,Chicago,America/Chicago,
QF 3271,,Arrived,IsCodeshared,False,arrivals,2025-12-19 21:00Z,2025-12-19 15:00-06:00,,,3,,['Basic'],,,,,2025-12-19 22:40Z,2025-12-19 17:40-05:00,2025-12-19 22:42Z,2025-12-19 17:42-05:00,"['Basic', 'Live']",,,Embraer 170,Qantas,QF,QFA,3,7,A13,,,,,KORD,ORD,Chicago,America/Chicago,
PD 6070,,Arrived,IsCodeshared,False,arrivals,2025-12-19 21:00Z,2025-12-19 15:00-06:00,,,3,,['Basic'],,,,,2025-12-19 22:40Z,2025-12-19 17:40-05:00,2025-12-19 22:42Z,2025-12-19 17:42-05:00,"['Basic', 'Live']",,,Embraer 170,Porter,PD,POE,3,7,A13,,,,,KORD,ORD,Chicago,America/Chicago,
AC 8202,ACA8202,Arrived,IsOperator,False,arrivals,2025-12-19 18:25Z,2025-12-19 13:25-05:00,,,,,['Basic'],,,,,2025-12-19 19:44Z,2025-12-19 14:44-05:00,2025-12-19 22:42Z,2025-12-19 17:42-05:00,"['Basic', 'Live']",C-GIJZ,C05ACC,Bombardier Dash 8 Q400 / DHC-8-400,Air Canada,AC,ACA,1,1,D11,,,,,CYAM,YAM,Sault Ste Marie,America/Toronto,
DL 5173,,Canceled,IsOperator,False,arrivals,2025-12-19 20:53Z,2025-12-19 15:53-05:00,,,C,,['Basic'],,,,,2025-12-19 22:48Z,2025-12-19 17:48-05:00,2025-12-19 22:48Z,2025-12-19 17:48-05:00,"['Basic', 'Live']",,,Bombardier CRJ900,Delta Air Lines,DL,DAL,3,5,A6,,,,,KLGA,LGA,New York,America/New_York,
WS 6319,,Canceled,IsCodeshared,False,arrivals,2025-12-19 20:53Z,2025-12-19 15:53-05:00,,,C,,['Basic'],,,,,2025-12-19 22:48Z,2025-12-19 17:48-05:00,2025-12-19 22:48Z,2025-12-19 17:48-05:00,"['Basic', 'Live']",,,Bombardier CRJ900,WestJet,WS,WJA,3,5,A6,,,,,KLGA,LGA,New York,America/New_York,
UA 3622,UAL3622,Delayed,IsOperator,False,arrivals,2025-12-19 21:00Z,2025-12-19 16:00-05:00,2025-12-19 21:38Z,2025-12-19 16:38-05:00,C,,"['Basic', 'Live']",,,,,2025-12-19 22:49Z,2025-12-19 17:49-05:00,2025-12-19 22:50Z,2025-12-19 17:50-05:00,"['Basic', 'Live']",N786YX,AAA90C,Embraer 175,United,UA,UAL,1,11,F60,,,2025-12-19 21:38Z,2025-12-19 16:38-05:00,KEWR,EWR,Newark,America/New_York,
AC 3491,UAL3622,Delayed,IsCodeshared,False,arrivals,2025-12-19 21:00Z,2025-12-19 16:00-05:00,2025-12-19 21:38Z,2025-12-19 16:38-05:00,C,,"['Basic', 'Live']",,,,,2025-12-19 22:49Z,2025-12-19 17:49-05:00,2025-12-19 22:50Z,2025-12-19 17:50-05:00,"['Basic', 'Live']",N786YX,AAA90C,Embraer 175,Air Canada,AC,ACA,1,11,F60,,,2025-12-19 21:38Z,2025-12-19 16:38-05:00,KEWR,EWR,Newark,America/New_York,
AC 2108,ACA2108,Expected,IsOperator,False,arrivals,2025-12-19 18:20Z,2025-12-19 10:20-08:00,2025-12-19 18:40Z,2025-12-19 10:40-08:00,M,C42,"['Basic', 'Live']",,,,,2025-12-19 22:55Z,2025-12-19 17:55-05:00,2025-12-19 22:53Z,2025-12-19 17:53-05:00,"['Basic', 'Live']",C-FGJI,C010CB,Airbus A320,Air Canada,AC,ACA,1,3,D35,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
VS 5302,DAL5406,Delayed,IsCodeshared,False,arrivals,2025-12-19 20:55Z,2025-12-19 15:55-05:00,2025-12-19 21:55Z,2025-12-19 16:55-05:00,M,,"['Basic', 'Live']",,,,,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:54Z,2025-12-19 17:54-05:00,"['Basic', 'Live']",N340CA,A3BD81,Canadair CRJ-701ER,Virgin Atlantic,VS,VIR,3,7,A6,,,2025-12-19 21:55Z,2025-12-19 16:55-05:00,KDTW,DTW,Detroit,America/Detroit,
WS 6406,DAL5406,Delayed,IsCodeshared,False,arrivals,2025-12-19 20:55Z,2025-12-19 15:55-05:00,2025-12-19 21:55Z,2025-12-19 16:55-05:00,M,,"['Basic', 'Live']",,,,,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:54Z,2025-12-19 17:54-05:00,"['Basic', 'Live']",N340CA,A3BD81,Canadair CRJ-701ER,WestJet,WS,WJA,3,7,A6,,,2025-12-19 21:55Z,2025-12-19 16:55-05:00,KDTW,DTW,Detroit,America/Detroit,
DL 5406,DAL5406,Delayed,IsOperator,False,arrivals,2025-12-19 20:55Z,2025-12-19 15:55-05:00,2025-12-19 21:55Z,2025-12-19 16:55-05:00,M,,"['Basic', 'Live']",,,,,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:54Z,2025-12-19 17:54-05:00,"['Basic', 'Live']",N340CA,A3BD81,Canadair reg jet 700,Delta Air Lines,DL,DAL,3,7,A6,,,2025-12-19 21:55Z,2025-12-19 16:55-05:00,KDTW,DTW,Detroit,America/Detroit,
KL 7365,DAL5406,Delayed,IsCodeshared,False,arrivals,2025-12-19 20:55Z,2025-12-19 15:55-05:00,2025-12-19 21:55Z,2025-12-19 16:55-05:00,M,,"['Basic', 'Live']",,,,,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:54Z,2025-12-19 17:54-05:00,"['Basic', 'Live']",N340CA,A3BD81,Canadair CRJ-701ER,KLM,KL,KLM,3,7,A6,,,2025-12-19 21:55Z,2025-12-19 16:55-05:00,KDTW,DTW,Detroit,America/Detroit,
AF 8558,DAL5406,Delayed,IsCodeshared,False,arrivals,2025-12-19 20:55Z,2025-12-19 15:55-05:00,2025-12-19 21:55Z,2025-12-19 16:55-05:00,M,,"['Basic', 'Live']",,,,,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:54Z,2025-12-19 17:54-05:00,"['Basic', 'Live']",N340CA,A3BD81,Canadair CRJ-701ER,Air France,AF,AFR,3,7,A6,,,2025-12-19 21:55Z,2025-12-19 16:55-05:00,KDTW,DTW,Detroit,America/Detroit,
JRE 753,JRE753,Expected,IsOperator,False,arrivals,2025-12-19 21:30Z,2025-12-19 16:30-05:00,2025-12-19 21:30Z,2025-12-19 16:30-05:00,,,"['Basic', 'Live']",,,,,2025-12-19 22:54Z,2025-12-19 17:54-05:00,,,['Basic'],N753JS,AA2607,Cessna 525B Citation CJ3,JRE,,,,,,,,,,KRDU,RDU,Raleigh/Durham,America/New_York,
OS 8262,,Canceled,IsCodeshared,False,arrivals,2025-12-19 18:20Z,2025-12-19 10:20-08:00,2025-12-19 18:20Z,2025-12-19 10:20-08:00,M,C44,"['Basic', 'Live']",,,,,2025-12-19 22:55Z,2025-12-19 17:55-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",,,Airbus A321,Austrian,OS,AUA,1,3,D37,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
LX 4677,,Canceled,IsCodeshared,False,arrivals,2025-12-19 18:20Z,2025-12-19 10:20-08:00,2025-12-19 18:20Z,2025-12-19 10:20-08:00,M,C44,"['Basic', 'Live']",,,,,2025-12-19 22:55Z,2025-12-19 17:55-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",,,Airbus A321,SWISS,LX,SWR,1,3,D37,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
VA 5206,,Canceled,IsCodeshared,False,arrivals,2025-12-19 18:20Z,2025-12-19 10:20-08:00,2025-12-19 18:20Z,2025-12-19 10:20-08:00,M,C44,"['Basic', 'Live']",,,,,2025-12-19 22:55Z,2025-12-19 17:55-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",,,Airbus A321,Virgin Australia,VA,VOZ,1,3,D37,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
TK 9137,,Canceled,IsCodeshared,False,arrivals,2025-12-19 18:20Z,2025-12-19 10:20-08:00,2025-12-19 18:20Z,2025-12-19 10:20-08:00,M,C44,"['Basic', 'Live']",,,,,2025-12-19 22:55Z,2025-12-19 17:55-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",,,Airbus A321,Turkish,TK,THY,1,3,D37,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
LH 6701,,Canceled,IsCodeshared,False,arrivals,2025-12-19 18:20Z,2025-12-19 10:20-08:00,2025-12-19 18:20Z,2025-12-19 10:20-08:00,M,C44,"['Basic', 'Live']",,,,,2025-12-19 22:55Z,2025-12-19 17:55-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",,,Airbus A321,Lufthansa,LH,DLH,1,3,D37,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
AC 108,,Canceled,IsOperator,False,arrivals,2025-12-19 18:20Z,2025-12-19 10:20-08:00,2025-12-19 18:20Z,2025-12-19 10:20-08:00,M,C44,"['Basic', 'Live']",,,,,2025-12-19 22:55Z,2025-12-19 17:55-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",,,Airbus A321,Air Canada,AC,ACA,1,3,D37,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
OS 8294,ACA142,Delayed,IsCodeshared,False,arrivals,2025-12-19 18:40Z,2025-12-19 11:40-07:00,2025-12-19 19:32Z,2025-12-19 12:32-07:00,D,A24,"['Basic', 'Live']",,,,,2025-12-19 22:38Z,2025-12-19 17:38-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",C-GMYU,C066DD,Airbus A220-300,Austrian,OS,AUA,1,4,D34,,,,,CYYC,YYC,Calgary,America/Edmonton,
TK 9139,ACA142,Delayed,IsCodeshared,False,arrivals,2025-12-19 18:40Z,2025-12-19 11:40-07:00,2025-12-19 19:32Z,2025-12-19 12:32-07:00,D,A24,"['Basic', 'Live']",,,,,2025-12-19 22:38Z,2025-12-19 17:38-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",C-GMYU,C066DD,Airbus A220-300,Turkish,TK,THY,1,4,D34,,,,,CYYC,YYC,Calgary,America/Edmonton,
LH 6574,ACA142,Delayed,IsCodeshared,False,arrivals,2025-12-19 18:40Z,2025-12-19 11:40-07:00,2025-12-19 19:32Z,2025-12-19 12:32-07:00,D,A24,"['Basic', 'Live']",,,,,2025-12-19 22:38Z,2025-12-19 17:38-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",C-GMYU,C066DD,Airbus A220-300,Lufthansa,LH,DLH,1,4,D34,,,,,CYYC,YYC,Calgary,America/Edmonton,
AC 142,ACA142,Delayed,IsOperator,False,arrivals,2025-12-19 18:40Z,2025-12-19 11:40-07:00,2025-12-19 19:32Z,2025-12-19 12:32-07:00,D,A24,"['Basic', 'Live']",,,,,2025-12-19 22:38Z,2025-12-19 17:38-05:00,2025-12-19 22:55Z,2025-12-19 17:55-05:00,"['Basic', 'Live']",C-GMYU,C066DD,Airbus A220-300,Air Canada,AC,ACA,1,4,D34,,,,,CYYC,YYC,Calgary,America/Edmonton,
WS 2727,WJA2727,Delayed,IsOperator,False,arrivals,,,,,,,[],,,,,2025-12-19 20:31Z,2025-12-19 15:31-05:00,2025-12-19 22:58Z,2025-12-19 17:58-05:00,"['Basic', 'Live']",C-GOWG,C06BE3,Boeing 737-800,WestJet,WS,WJA,3,8,B9,,,,,MUSC,SNU,Santa Clara,America/Havana,
AC 8881,ACA8881,Expected,IsOperator,False,arrivals,2025-12-19 21:30Z,2025-12-19 16:30-05:00,2025-12-19 21:47Z,2025-12-19 16:47-05:00,A,,"['Basic', 'Live']",,,,,2025-12-19 23:16Z,2025-12-19 18:16-05:00,2025-12-19 22:58Z,2025-12-19 17:58-05:00,"['Basic', 'Live']",C-FJGZ,C0187A,Canadair CRJ 900,Air Canada,AC,ACA,1,9,F86,,,2025-12-19 21:47Z,2025-12-19 16:47-05:00,KEWR,EWR,Newark,America/New_York,
DL 5935,,Canceled,IsCodeshared,False,arrivals,2025-12-19 14:30Z,2025-12-19 14:30+00:00,2025-12-19 14:30Z,2025-12-19 14:30+00:00,3,,"['Basic', 'Live']",,,,,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-19 23:00Z,2025-12-19 18:00-05:00,"['Basic', 'Live']",,,Airbus A330-900 NEO,Delta Air Lines,DL,DAL,3,11,C30,,,,,EGLL,LHR,London,Europe/London,A
AF 9895,,Canceled,IsCodeshared,False,arrivals,2025-12-19 14:30Z,2025-12-19 14:30+00:00,2025-12-19 14:30Z,2025-12-19 14:30+00:00,3,,"['Basic', 'Live']",,,,,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-19 23:00Z,2025-12-19 18:00-05:00,"['Basic', 'Live']",,,Airbus A330-900 NEO,Air France,AF,AFR,3,11,C30,,,,,EGLL,LHR,London,Europe/London,A
VS 147,,Canceled,IsOperator,False,arrivals,2025-12-19 14:30Z,2025-12-19 14:30+00:00,2025-12-19 14:30Z,2025-12-19 14:30+00:00,3,,"['Basic', 'Live']",,,,,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-19 23:00Z,2025-12-19 18:00-05:00,"['Basic', 'Live']",,,Airbus A330-900,Virgin Atlantic,VS,VIR,3,11,C30,,,,,EGLL,LHR,London,Europe/London,A
KL 4842,,Canceled,IsCodeshared,False,arrivals,2025-12-19 14:30Z,2025-12-19 14:30+00:00,2025-12-19 14:30Z,2025-12-19 14:30+00:00,3,,"['Basic', 'Live']",,,,,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-19 23:00Z,2025-12-19 18:00-05:00,"['Basic', 'Live']",,,Airbus A330-900 NEO,KLM,KL,KLM,3,11,C30,,,,,EGLL,LHR,London,Europe/London,A
F8 622,FLE622,Delayed,IsOperator,False,arrivals,2025-12-19 17:15Z,2025-12-19 10:15-07:00,2025-12-19 19:19Z,2025-12-19 12:19-07:00,D,A16,"['Basic', 'Live']",,,,,2025-12-19 21:25Z,2025-12-19 16:25-05:00,2025-12-19 23:01Z,2025-12-19 18:01-05:00,"['Basic', 'Live']",C-FLDX,C01D72,Boeing 737,Flair,F8,FLE,3,1,B4,,,,,CYYC,YYC,Calgary,America/Edmonton,
WS 634,WJA634,Delayed,IsOperator,False,arrivals,2025-12-19 18:30Z,2025-12-19 11:30-07:00,2025-12-19 19:26Z,2025-12-19 12:26-07:00,D,C51,"['Basic', 'Live']",,,,,2025-12-19 22:28Z,2025-12-19 17:28-05:00,2025-12-19 23:03Z,2025-12-19 18:03-05:00,"['Basic', 'Live']",C-FNWD,C02494,Boeing 737-800,WestJet,WS,WJA,3,4,B20,,,,,CYYC,YYC,Calgary,America/Edmonton,
AF 3007,WJA634,Delayed,IsCodeshared,False,arrivals,2025-12-19 18:30Z,2025-12-19 11:30-07:00,2025-12-19 19:26Z,2025-12-19 12:26-07:00,D,C51,"['Basic', 'Live']",,,,,2025-12-19 22:28Z,2025-12-19 17:28-05:00,2025-12-19 23:03Z,2025-12-19 18:03-05:00,"['Basic', 'Live']",C-FNWD,C02494,Boeing 737,Air France,AF,AFR,3,4,B20,,,,,CYYC,YYC,Calgary,America/Edmonton,
